ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesTerritoryKey,SalesAmount
343,20230107,20230119,20230114,26023,9,782.99
383,20230107,20230119,20230114,13993,4,1000.4375
354,20230108,20230120,20230115,26174,1,2071.4196
387,20230108,20230120,20230115,18130,8,1000.4375
373,20230108,20230120,20230115,16033,10,2181.5625
387,20230108,20230120,20230115,13986,4,1000.4375
325,20230108,20230120,20230115,19924,8,782.99
368,20230108,20230120,20230115,13063,1,2443.35
375,20230108,20230120,20230115,13202,4,2181.5625
360,20230108,20230120,20230115,26238,4,2049.0982
333,20230108,20230120,20230115,15191,4,782.99
369,20230108,20230120,20230115,21216,9,2443.35
362,20230108,20230120,20230115,12573,9,2049.0982
339,20230108,20230120,20230115,26020,9,782.99
377,20230109,20230121,20230116,15702,10,2181.5625
370,20230109,20230121,20230116,15357,8,2443.35
377,20230109,20230121,20230116,13068,4,2181.5625
375,20230109,20230121,20230116,13161,1,2181.5625
371,20230109,20230121,20230116,13173,1,2181.5625
375,20230109,20230121,20230116,13225,4,2181.5625
352,20230109,20230121,20230116,26249,1,2071.4196
360,20230109,20230121,20230116,12356,9,2049.0982
356,20230110,20230122,20230117,11568,10,2071.4196
352,20230110,20230122,20230117,11610,10,2071.4196
377,20230110,20230122,20230117,15929,10,2181.5625
379,20230110,20230122,20230117,12942,4,2181.5625
379,20230110,20230122,20230117,12949,1,2181.5625
371,20230110,20230122,20230117,12975,4,2181.5625
337,20230110,20230122,20230117,19069,7,782.99
375,20230110,20230122,20230117,13178,1,2181.5625
373,20230110,20230122,20230117,13190,4,2181.5625
354,20230110,20230122,20230117,26201,4,2071.4196
333,20230110,20230122,20230117,15195,4,782.99
358,20230110,20230122,20230117,12342,9,2049.0982
358,20230111,20230123,20230118,28506,7,2049.0982
379,20230111,20230123,20230118,12930,1,2181.5625
369,20230111,20230123,20230118,13016,1,2443.35
373,20230111,20230123,20230118,13083,1,2181.5625
375,20230111,20230123,20230118,13214,1,2181.5625
373,20230111,20230123,20230118,24977,6,2181.5625
362,20230111,20230123,20230118,26234,4,2049.0982
360,20230111,20230123,20230118,26247,4,2049.0982
371,20230111,20230123,20230118,21197,9,2181.5625
368,20230111,20230123,20230118,21201,9,2443.35
371,20230112,20230124,20230119,13662,7,2181.5625
370,20230112,20230124,20230119,13019,4,2443.35
368,20230112,20230124,20230119,25094,6,2443.35
337,20230112,20230124,20230119,15188,1,782.99
379,20230113,20230125,20230120,13595,7,2181.5625
323,20230113,20230125,20230120,19052,7,782.99
373,20230113,20230125,20230120,13055,1,2181.5625
370,20230113,20230125,20230120,21195,9,2443.35
354,20230113,20230125,20230120,12339,9,2071.4196
360,20230113,20230125,20230120,12347,9,2049.0982
371,20230114,20230126,20230121,13766,7,2181.5625
370,20230114,20230126,20230121,15622,8,2443.35
369,20230114,20230126,20230121,12941,1,2443.35
371,20230114,20230126,20230121,13069,1,2181.5625
379,20230114,20230126,20230121,13152,4,2181.5625
371,20230114,20230126,20230121,13165,4,2181.5625
375,20230114,20230126,20230121,25093,6,2181.5625
370,20230114,20230126,20230121,13230,1,2443.35
356,20230114,20230126,20230121,26121,4,2071.4196
369,20230114,20230126,20230121,21211,9,2443.35
368,20230114,20230126,20230121,21001,9,2443.35
352,20230115,20230127,20230122,28510,7,2071.4196
377,20230115,20230127,20230122,24824,6,2181.5625
325,20230115,20230127,20230122,15155,4,782.99
323,20230115,20230127,20230122,15193,4,782.99
385,20230115,20230127,20230122,24608,9,1000.4375
354,20230115,20230127,20230122,12574,9,2071.4196
360,20230115,20230127,20230122,12575,9,2049.0982
373,20230116,20230128,20230123,13799,7,2181.5625
385,20230116,20230128,20230123,13990,1,1000.4375
369,20230116,20230128,20230123,24786,6,2443.35
337,20230116,20230128,20230123,19910,8,782.99
369,20230116,20230128,20230123,13066,1,2443.35
352,20230116,20230128,20230123,20188,6,2071.4196
354,20230116,20230128,20230123,12360,9,2071.4196
379,20230116,20230128,20230123,12923,4,2181.5625
371,20230117,20230129,20230124,13768,7,2181.5625
377,20230117,20230129,20230124,13769,7,2181.5625
381,20230117,20230129,20230124,14003,1,1000.4375
375,20230117,20230129,20230124,12922,4,2181.5625
375,20230117,20230129,20230124,24817,6,2181.5625
369,20230117,20230129,20230124,13058,4,2443.35
371,20230117,20230129,20230124,13174,1,2181.5625
321,20230117,20230129,20230124,15166,4,782.99
375,20230117,20230129,20230124,21168,9,2181.5625
358,20230117,20230129,20230124,12343,9,2049.0982
358,20230118,20230130,20230125,11603,10,2049.0982
373,20230118,20230130,20230125,13575,7,2181.5625
371,20230118,20230130,20230125,13793,7,2181.5625
371,20230118,20230130,20230125,16201,10,2181.5625
370,20230118,20230130,20230125,24960,6,2443.35
370,20230118,20230130,20230125,13221,4,2443.35
360,20230118,20230130,20230125,20209,6,2049.0982
333,20230118,20230130,20230125,15194,4,782.99
368,20230118,20230130,20230125,21192,9,2443.35
375,20230118,20230130,20230125,20997,9,2181.5625
379,20230119,20230131,20230126,15117,8,2181.5625
370,20230119,20230131,20230126,12935,4,2443.35
371,20230119,20230131,20230126,13064,1,2181.5625
370,20230119,20230131,20230126,13067,1,2443.35
370,20230119,20230131,20230126,13205,4,2443.35
371,20230119,20230131,20230126,21180,9,2181.5625
377,20230119,20230131,20230126,21214,9,2181.5625
362,20230120,20230201,20230127,11550,10,2049.0982
362,20230120,20230201,20230127,11575,10,2049.0982
373,20230120,20230201,20230127,16045,10,2181.5625
375,20230120,20230201,20230127,15456,8,2181.5625
369,20230120,20230201,20230127,12981,4,2443.35
377,20230120,20230201,20230127,13029,1,2181.5625
369,20230120,20230201,20230127,13189,4,2443.35
379,20230121,20230202,20230128,13577,7,2181.5625
368,20230121,20230202,20230128,13605,7,2443.35
370,20230121,20230202,20230128,13800,7,2443.35
385,20230121,20230202,20230128,19186,10,1000.4375
377,20230121,20230202,20230128,21167,9,2181.5625
381,20230121,20230202,20230128,24606,9,1000.4375
362,20230122,20230203,20230129,11470,8,2049.0982
375,20230122,20230203,20230129,15084,8,2181.5625
370,20230122,20230203,20230129,12926,4,2443.35
369,20230122,20230203,20230129,25061,6,2443.35
379,20230122,20230203,20230129,13224,1,2181.5625
335,20230122,20230203,20230129,15167,1,782.99
354,20230122,20230203,20230129,12572,9,2071.4196
343,20230122,20230203,20230129,25960,9,782.99
352,20230122,20230203,20230129,26241,4,2071.4196
368,20230123,20230204,20230130,13565,7,2443.35
373,20230123,20230204,20230130,15933,10,2181.5625
377,20230123,20230204,20230130,28669,6,2181.5625
362,20230123,20230204,20230130,12340,9,2049.0982
325,20230123,20230204,20230130,26021,9,782.99
383,20230124,20230205,20230131,19173,10,1000.4375
368,20230124,20230205,20230131,12921,4,2443.35
325,20230124,20230205,20230131,20592,10,782.99
370,20230124,20230205,20230131,13086,1,2443.35
369,20230124,20230205,20230131,28659,6,2443.35
356,20230124,20230205,20230131,26120,4,2071.4196
354,20230124,20230205,20230131,26183,4,2071.4196
333,20230124,20230205,20230131,15189,1,782.99
368,20230124,20230205,20230131,21179,9,2443.35
369,20230124,20230205,20230131,21205,9,2443.35
381,20230125,20230206,20230201,13999,4,1000.4375
375,20230125,20230206,20230201,21194,9,2181.5625
375,20230125,20230206,20230201,21203,9,2181.5625
375,20230125,20230206,20230201,21000,9,2181.5625
354,20230125,20230206,20230201,12353,9,2071.4196
387,20230126,20230207,20230202,17080,7,1000.4375
375,20230126,20230207,20230202,16053,10,2181.5625
368,20230126,20230207,20230202,12950,1,2443.35
368,20230126,20230207,20230202,13087,1,2443.35
370,20230126,20230207,20230202,21189,9,2443.35
379,20230126,20230207,20230202,20998,9,2181.5625
331,20230127,20230208,20230203,20710,10,782.99
377,20230127,20230208,20230203,24832,6,2181.5625
377,20230127,20230208,20230203,13177,1,2181.5625
375,20230127,20230208,20230203,13212,4,2181.5625
356,20230127,20230208,20230203,26245,4,2071.4196
362,20230127,20230208,20230203,26276,1,2049.0982
329,20230127,20230208,20230203,15196,4,782.99
371,20230127,20230208,20230203,21202,9,2181.5625
343,20230127,20230208,20230203,26022,9,782.99
362,20230127,20230208,20230203,11481,8,2049.0982
362,20230128,20230209,20230204,11609,10,2049.0982
371,20230128,20230209,20230204,15454,8,2181.5625
368,20230128,20230209,20230204,13088,1,2443.35
369,20230128,20230209,20230204,13176,4,2443.35
375,20230128,20230209,20230204,13203,1,2181.5625
373,20230128,20230209,20230204,21165,9,2181.5625
377,20230128,20230209,20230204,21169,9,2181.5625
362,20230128,20230209,20230204,12348,9,2049.0982
356,20230128,20230209,20230204,12358,9,2071.4196
370,20230129,20230210,20230205,13246,4,2443.35
383,20230129,20230210,20230205,14017,4,1000.4375
387,20230129,20230210,20230205,14025,1,1000.4375
369,20230129,20230210,20230205,15667,8,2443.35
341,20230129,20230210,20230205,20062,8,782.99
369,20230129,20230210,20230205,25287,6,2443.35
362,20230129,20230210,20230205,26293,1,2049.0982
360,20230129,20230210,20230205,12685,9,2049.0982
362,20230129,20230210,20230205,12588,9,2049.0982
369,20230130,20230211,20230206,16329,10,2443.35
375,20230130,20230211,20230206,13248,1,2181.5625
375,20230130,20230211,20230206,13359,4,2181.5625
360,20230130,20230211,20230206,26302,4,2049.0982
341,20230130,20230211,20230206,15203,4,782.99
323,20230130,20230211,20230206,15254,5,782.99
329,20230130,20230211,20230206,15288,4,782.99
370,20230130,20230211,20230206,21561,9,2443.35
379,20230131,20230212,20230207,16311,10,2181.5625
373,20230131,20230212,20230207,13378,4,2181.5625
377,20230131,20230212,20230207,13383,1,2181.5625
369,20230131,20230212,20230207,13274,1,2443.35
341,20230131,20230212,20230207,15284,4,782.99
377,20230131,20230212,20230207,21394,9,2181.5625
354,20230201,20230213,20230208,28532,7,2071.4196
369,20230201,20230213,20230208,28802,6,2443.35
369,20230201,20230213,20230208,13380,4,2443.35
377,20230201,20230213,20230208,15664,8,2181.5625
370,20230201,20230213,20230208,25095,6,2443.35
354,20230201,20230213,20230208,26283,4,2071.4196
370,20230201,20230213,20230208,21257,9,2443.35
360,20230201,20230213,20230208,12667,9,2049.0982
325,20230201,20230213,20230208,26134,9,782.99
360,20230202,20230214,20230209,11612,10,2049.0982
371,20230202,20230214,20230209,16260,10,2181.5625
370,20230202,20230214,20230209,13424,1,2443.35
368,20230202,20230214,20230209,13369,1,2443.35
379,20230202,20230214,20230209,13279,4,2181.5625
371,20230202,20230214,20230209,13319,1,2181.5625
369,20230202,20230214,20230209,25361,6,2443.35
352,20230203,20230215,20230210,11616,10,2071.4196
369,20230203,20230215,20230210,13839,7,2443.35
375,20230203,20230215,20230210,28819,6,2181.5625
370,20230203,20230215,20230210,28850,6,2443.35
369,20230203,20230215,20230210,25100,6,2443.35
356,20230203,20230215,20230210,20318,6,2071.4196
343,20230203,20230215,20230210,15255,4,782.99
373,20230203,20230215,20230210,21387,9,2181.5625
370,20230203,20230215,20230210,21393,9,2443.35
387,20230203,20230215,20230210,24611,9,1000.4375
354,20230203,20230215,20230210,12586,9,2071.4196
362,20230203,20230215,20230210,28541,7,2049.0982
368,20230204,20230216,20230211,16275,10,2443.35
381,20230204,20230216,20230211,14006,4,1000.4375
375,20230204,20230216,20230211,28832,6,2181.5625
371,20230204,20230216,20230211,13362,4,2181.5625
371,20230204,20230216,20230211,25408,6,2181.5625
371,20230204,20230216,20230211,13384,1,2181.5625
375,20230204,20230216,20230211,13325,4,2181.5625
371,20230204,20230216,20230211,13326,4,2181.5625
371,20230204,20230216,20230211,21258,9,2181.5625
368,20230204,20230216,20230211,21556,9,2443.35
352,20230204,20230216,20230211,12677,9,2071.4196
375,20230205,20230217,20230212,16406,10,2181.5625
371,20230205,20230217,20230212,13243,1,2181.5625
375,20230205,20230217,20230212,13283,1,2181.5625
379,20230205,20230217,20230212,13357,4,2181.5625
354,20230205,20230217,20230212,26296,1,2071.4196
343,20230205,20230217,20230212,27027,6,782.99
379,20230205,20230217,20230212,21389,9,2181.5625
371,20230205,20230217,20230212,13348,4,2181.5625
379,20230206,20230218,20230213,16308,10,2181.5625
375,20230206,20230218,20230213,13238,4,2181.5625
356,20230206,20230218,20230213,26290,4,2071.4196
371,20230206,20230218,20230213,21225,9,2181.5625
369,20230206,20230218,20230213,21230,9,2443.35
362,20230206,20230218,20230213,12684,9,2049.0982
343,20230206,20230218,20230213,26033,9,782.99
339,20230206,20230218,20230213,26131,9,782.99
389,20230207,20230219,20230214,18133,8,1000.4375
375,20230207,20230219,20230214,13324,4,2181.5625
377,20230207,20230219,20230214,21259,9,2181.5625
360,20230207,20230219,20230214,12669,9,2049.0982
370,20230208,20230220,20230215,15625,8,2443.35
370,20230208,20230220,20230215,25363,6,2443.35
360,20230208,20230220,20230215,28547,7,2049.0982
321,20230208,20230220,20230215,26024,9,782.99
335,20230208,20230220,20230215,26133,9,782.99
370,20230209,20230221,20230216,13801,7,2443.35
373,20230209,20230221,20230216,28837,6,2181.5625
369,20230209,20230221,20230216,25864,6,2443.35
360,20230209,20230221,20230216,26280,4,2049.0982
362,20230209,20230221,20230216,26300,4,2049.0982
369,20230209,20230221,20230216,21403,9,2443.35
375,20230209,20230221,20230216,21408,9,2181.5625
371,20230209,20230221,20230216,21418,9,2181.5625
362,20230209,20230221,20230216,12671,9,2049.0982
360,20230210,20230222,20230217,12123,10,2049.0982
370,20230210,20230222,20230217,15649,8,2443.35
368,20230210,20230222,20230217,15656,8,2443.35
375,20230210,20230222,20230217,13419,1,2181.5625
377,20230210,20230222,20230217,13286,1,2181.5625
352,20230210,20230222,20230217,26281,4,2071.4196
377,20230210,20230222,20230217,21228,9,2181.5625
373,20230210,20230222,20230217,21552,9,2181.5625
352,20230210,20230222,20230217,12668,9,2071.4196
356,20230210,20230222,20230217,12675,9,2071.4196
354,20230210,20230222,20230217,12584,9,2071.4196
368,20230210,20230222,20230217,13812,7,2443.35
358,20230211,20230223,20230218,11492,8,2049.0982
381,20230211,20230223,20230218,14022,1,1000.4375
383,20230211,20230223,20230218,14026,1,1000.4375
377,20230211,20230223,20230218,28848,6,2181.5625
370,20230211,20230223,20230218,13287,4,2443.35
368,20230211,20230223,20230218,13329,4,2443.35
354,20230211,20230223,20230218,26298,1,2071.4196
335,20230211,20230223,20230218,15200,4,782.99
379,20230211,20230223,20230218,21380,9,2181.5625
356,20230211,20230223,20230218,12133,10,2071.4196
371,20230212,20230224,20230219,13806,7,2181.5625
385,20230212,20230224,20230219,18134,8,1000.4375
389,20230212,20230224,20230219,19253,10,1000.4375
373,20230212,20230224,20230219,28818,6,2181.5625
369,20230212,20230224,20230219,25892,6,2443.35
379,20230212,20230224,20230219,13382,4,2181.5625
371,20230212,20230224,20230219,16328,10,2181.5625
329,20230212,20230224,20230219,20162,8,782.99
377,20230212,20230224,20230219,13269,1,2181.5625
371,20230212,20230224,20230219,13355,1,2181.5625
362,20230212,20230224,20230219,26286,4,2049.0982
377,20230212,20230224,20230219,21218,9,2181.5625
370,20230213,20230225,20230220,14169,7,2443.35
323,20230213,20230225,20230220,20051,8,782.99
373,20230213,20230225,20230220,13247,4,2181.5625
356,20230213,20230225,20230220,26277,1,2071.4196
356,20230213,20230225,20230220,26285,1,2071.4196
370,20230214,20230226,20230221,25883,6,2443.35
377,20230214,20230226,20230221,25371,6,2181.5625
352,20230214,20230226,20230221,26301,4,2071.4196
333,20230214,20230226,20230221,15256,4,782.99
337,20230214,20230226,20230221,27043,6,782.99
369,20230214,20230226,20230221,21359,9,2443.35
370,20230214,20230226,20230221,21379,9,2443.35
389,20230214,20230226,20230221,24609,9,1000.4375
362,20230214,20230226,20230221,12578,9,2049.0982
360,20230214,20230226,20230221,12580,9,2049.0982
377,20230215,20230227,20230222,16287,10,2181.5625
389,20230215,20230227,20230222,19195,10,1000.4375
368,20230215,20230227,20230222,28836,6,2443.35
360,20230215,20230227,20230222,26299,1,2049.0982
375,20230215,20230227,20230222,21222,9,2181.5625
369,20230215,20230227,20230222,21361,9,2443.35
362,20230215,20230227,20230222,12577,9,2049.0982
358,20230215,20230227,20230222,12579,9,2049.0982
370,20230216,20230228,20230223,13823,7,2443.35
381,20230216,20230228,20230223,26316,6,1000.4375
370,20230216,20230228,20230223,25875,6,2443.35
369,20230216,20230228,20230223,15659,8,2443.35
375,20230216,20230228,20230223,13277,1,2181.5625
368,20230216,20230228,20230223,13314,4,2443.35
375,20230216,20230228,20230223,25288,6,2181.5625
375,20230216,20230228,20230223,13237,4,2181.5625
358,20230216,20230228,20230223,26295,1,2049.0982
371,20230216,20230228,20230223,21256,9,2181.5625
362,20230216,20230228,20230223,11564,8,2049.0982
373,20230217,20230228,20230224,15627,8,2181.5625
379,20230217,20230228,20230224,16250,10,2181.5625
389,20230217,20230228,20230224,19260,10,1000.4375
375,20230217,20230228,20230224,16317,10,2181.5625
385,20230217,20230228,20230224,14023,4,1000.4375
368,20230217,20230228,20230224,28834,6,2443.35
370,20230217,20230228,20230224,16405,10,2443.35
371,20230217,20230228,20230224,21384,9,2181.5625
381,20230217,20230228,20230224,24612,9,1000.4375
368,20230217,20230228,20230224,21559,9,2443.35
362,20230217,20230228,20230224,28540,7,2049.0982
339,20230217,20230228,20230224,20712,10,782.99
385,20230218,20230301,20230225,19193,10,1000.4375
375,20230218,20230301,20230225,16420,10,2181.5625
343,20230218,20230301,20230225,20713,10,782.99
371,20230218,20230301,20230225,13292,1,2181.5625
375,20230218,20230301,20230225,13340,4,2181.5625
377,20230218,20230301,20230225,13346,1,2181.5625
379,20230218,20230301,20230225,21217,9,2181.5625
377,20230218,20230301,20230225,21226,9,2181.5625
352,20230218,20230301,20230225,12676,9,2071.4196
356,20230218,20230301,20230225,12683,9,2071.4196
333,20230219,20230302,20230226,15276,4,782.99
358,20230219,20230302,20230226,11561,8,2049.0982
373,20230219,20230302,20230226,16417,10,2181.5625
368,20230219,20230302,20230226,14141,7,2443.35
377,20230219,20230302,20230226,13298,4,2181.5625
375,20230219,20230302,20230226,13351,1,2181.5625
375,20230219,20230302,20230226,13233,1,2181.5625
362,20230219,20230302,20230226,26305,1,2049.0982
379,20230219,20230302,20230226,21560,9,2181.5625
358,20230219,20230302,20230226,12589,9,2049.0982
368,20230220,20230303,20230227,16410,10,2443.35
375,20230220,20230303,20230227,13250,4,2181.5625
377,20230220,20230303,20230227,21555,9,2181.5625
352,20230220,20230303,20230227,12674,9,2071.4196
375,20230220,20230303,20230227,21402,9,2181.5625
362,20230221,20230304,20230228,28512,7,2049.0982
360,20230221,20230304,20230228,28519,7,2049.0982
381,20230221,20230304,20230228,18140,8,1000.4375
371,20230221,20230304,20230228,29013,6,2181.5625
368,20230221,20230304,20230228,13420,4,2443.35
370,20230221,20230304,20230228,16407,10,2443.35
339,20230221,20230304,20230228,19076,7,782.99
343,20230221,20230304,20230228,15289,4,782.99
371,20230221,20230304,20230228,21219,9,2181.5625
379,20230221,20230304,20230228,21404,9,2181.5625
362,20230221,20230304,20230228,12680,9,2049.0982
352,20230222,20230305,20230228,11615,10,2071.4196
389,20230222,20230305,20230228,17099,7,1000.4375
381,20230222,20230305,20230228,19258,10,1000.4375
373,20230222,20230305,20230228,15655,8,2181.5625
368,20230222,20230305,20230228,13402,4,2443.35
373,20230222,20230305,20230228,29135,6,2181.5625
329,20230222,20230305,20230228,19944,8,782.99
375,20230222,20230305,20230228,13280,1,2181.5625
373,20230222,20230305,20230228,13353,1,2181.5625
360,20230222,20230305,20230228,26297,1,2049.0982
368,20230222,20230305,20230228,21558,9,2443.35
371,20230223,20230306,20230301,16318,10,2181.5625
379,20230223,20230306,20230301,13811,7,2181.5625
385,20230223,20230306,20230301,19192,10,1000.4375
383,20230223,20230306,20230301,18139,8,1000.4375
387,20230223,20230306,20230301,14005,4,1000.4375
385,20230223,20230306,20230301,14024,4,1000.4375
377,20230223,20230306,20230301,13385,1,2181.5625
371,20230223,20230306,20230301,13403,1,2181.5625
369,20230223,20230306,20230301,13425,1,2443.35
337,20230223,20230306,20230301,20717,10,782.99
358,20230223,20230306,20230301,26292,1,2049.0982
360,20230223,20230306,20230301,12670,9,2049.0982
323,20230223,20230306,20230301,26029,9,782.99
379,20230224,20230307,20230302,16272,10,2181.5625
369,20230224,20230307,20230302,25393,6,2443.35
369,20230224,20230307,20230302,28798,6,2443.35
335,20230224,20230307,20230302,20711,10,782.99
327,20230224,20230307,20230302,20718,10,782.99
377,20230224,20230307,20230302,13316,4,2181.5625
354,20230224,20230307,20230302,26303,4,2071.4196
333,20230224,20230307,20230302,15252,1,782.99
333,20230224,20230307,20230302,15280,4,782.99
373,20230224,20230307,20230302,21231,9,2181.5625
362,20230224,20230307,20230302,12673,9,2049.0982
379,20230225,20230308,20230303,13840,7,2181.5625
369,20230225,20230308,20230303,13361,1,2443.35
379,20230225,20230308,20230303,14154,7,2181.5625
375,20230225,20230308,20230303,13273,4,2181.5625
370,20230225,20230308,20230303,13299,4,2443.35
377,20230225,20230308,20230303,13315,4,2181.5625
373,20230225,20230308,20230303,13354,1,2181.5625
343,20230225,20230308,20230303,15287,1,782.99
362,20230226,20230309,20230304,28529,7,2049.0982
377,20230226,20230309,20230304,13400,4,2181.5625
373,20230226,20230309,20230304,13278,4,2181.5625
379,20230226,20230309,20230304,13288,4,2181.5625
377,20230226,20230309,20230304,13304,1,2181.5625
360,20230226,20230309,20230304,12681,9,2049.0982
379,20230227,20230310,20230305,13367,1,2181.5625
369,20230227,20230310,20230305,16324,10,2443.35
333,20230227,20230310,20230305,20807,10,782.99
356,20230227,20230310,20230305,20350,6,2071.4196
368,20230227,20230310,20230305,21229,9,2443.35
369,20230227,20230310,20230305,21557,9,2443.35
356,20230227,20230310,20230305,12581,9,2071.4196
339,20230227,20230310,20230305,26027,9,782.99
354,20230228,20230311,20230306,28520,7,2071.4196
373,20230228,20230311,20230306,16277,10,2181.5625
371,20230228,20230311,20230306,15626,8,2181.5625
369,20230228,20230311,20230306,13401,4,2443.35
368,20230228,20230311,20230306,25104,6,2443.35
360,20230228,20230311,20230306,26304,1,2049.0982
379,20230228,20230311,20230306,21553,9,2181.5625
354,20230228,20230311,20230306,12686,9,2071.4196
356,20230228,20230311,20230306,12583,9,2071.4196
360,20230228,20230311,20230306,12585,9,2049.0982
321,20230228,20230311,20230306,26025,9,782.99
331,20230228,20230311,20230306,26028,9,782.99
321,20230228,20230312,20230307,19255,7,782.99
356,20230228,20230312,20230307,26320,4,2071.4196
375,20230301,20230313,20230308,15926,8,2181.5625
373,20230301,20230313,20230308,14203,7,2181.5625
370,20230301,20230313,20230308,16461,10,2443.35
341,20230301,20230313,20230308,15303,4,782.99
381,20230301,20230313,20230308,24887,9,1000.4375
371,20230301,20230313,20230308,13446,4,2181.5625
329,20230301,20230313,20230308,26152,9,782.99
383,20230302,20230314,20230309,19301,10,1000.4375
358,20230302,20230314,20230309,28685,7,2049.0982
370,20230302,20230314,20230309,14539,7,2443.35
379,20230302,20230314,20230309,13438,1,2181.5625
369,20230302,20230314,20230309,21875,9,2443.35
379,20230302,20230314,20230309,21893,9,2181.5625
369,20230302,20230314,20230309,21945,9,2443.35
352,20230302,20230314,20230309,12693,9,2071.4196
352,20230303,20230315,20230310,28560,7,2071.4196
325,20230303,20230315,20230310,20811,10,782.99
331,20230303,20230315,20230310,20832,10,782.99
371,20230303,20230315,20230310,21568,9,2181.5625
373,20230303,20230315,20230310,21899,9,2181.5625
370,20230303,20230315,20230310,21948,9,2443.35
379,20230304,20230316,20230311,14424,7,2181.5625
371,20230304,20230316,20230311,16452,10,2181.5625
371,20230304,20230316,20230311,14524,7,2181.5625
377,20230304,20230316,20230311,14538,7,2181.5625
377,20230305,20230317,20230312,16427,10,2181.5625
379,20230305,20230317,20230312,13426,4,2181.5625
368,20230305,20230317,20230312,21888,9,2443.35
371,20230305,20230317,20230312,21895,9,2181.5625
369,20230306,20230318,20230313,15932,8,2443.35
335,20230306,20230318,20230313,19181,7,782.99
358,20230307,20230319,20230314,28569,7,2049.0982
373,20230307,20230319,20230314,15927,8,2181.5625
368,20230307,20230319,20230314,16196,8,2443.35
371,20230307,20230319,20230314,16470,10,2181.5625
370,20230307,20230319,20230314,14170,7,2443.35
325,20230307,20230319,20230314,27071,6,782.99
377,20230307,20230319,20230314,21572,9,2181.5625
369,20230307,20230319,20230314,21951,9,2443.35
360,20230307,20230319,20230314,12214,10,2049.0982
383,20230308,20230320,20230315,19278,10,1000.4375
383,20230308,20230320,20230315,19299,10,1000.4375
360,20230308,20230320,20230315,11605,8,2049.0982
352,20230308,20230320,20230315,26307,4,2071.4196
354,20230308,20230320,20230315,26324,1,2071.4196
333,20230308,20230320,20230315,15311,1,782.99
370,20230308,20230320,20230315,21892,9,2443.35
368,20230308,20230320,20230315,21957,9,2443.35
352,20230308,20230320,20230315,12688,9,2071.4196
375,20230309,20230321,20230316,14200,7,2181.5625
373,20230309,20230321,20230316,16446,10,2181.5625
368,20230309,20230321,20230316,15675,8,2443.35
377,20230309,20230321,20230316,15684,8,2181.5625
354,20230309,20230321,20230316,26308,1,2071.4196
